Block,0-20,20-40,40-60,60-80,80-100,100-120,120-140,140-160,160-180
42,0.828761,0.307626,0.183038,0.192767,0.109777,0.137997,0.056309,0.081263,0.327094
43,0.608076,0.222395,0.241839,0.285125,0.437350,0.143171,0.086764,0.288423,0.372174
44,0.286942,0.079733,0.158390,0.286829,0.691322,0.383295,0.104213,0.271851,0.307155
45,0.386418,0.091625,0.122728,0.285347,0.483728,0.363853,0.194446,0.371703,0.451051
46,0.569374,0.107699,0.148732,0.447220,0.463640,0.150837,0.331718,0.192990,0.238938
47,0.337559,0.188155,0.107506,0.180641,0.268654,0.096611,0.255114,0.353887,0.731188
48,0.335925,0.146588,0.144882,0.079050,0.159118,0.109229,0.161035,0.328998,0.816704
49,0.715774,0.104642,0.127796,0.101076,0.183311,0.142663,0.081814,0.280468,0.557546
50,0.447606,0.315467,0.327591,0.319712,0.404510,0.301138,0.183408,0.335799,0.299810
51,0.240598,0.101896,0.173422,0.203633,0.381769,0.223359,0.156626,0.211099,0.771658
52,0.318443,0.051211,0.043647,0.094807,0.180689,0.166691,0.154147,0.189856,0.874550
53,0.672886,0.294562,0.206888,0.383840,0.190185,0.190865,0.250179,0.190116,0.314624
54,0.760306,0.392556,0.151773,0.200043,0.138554,0.094308,0.092994,0.230700,0.338852
55,0.723363,0.358565,0.203185,0.171299,0.228375,0.218520,0.135081,0.260946,0.302167
56,0.294844,0.076883,0.106815,0.129309,0.203855,0.231709,0.173339,0.609192,0.618562
57,0.481853,0.269245,0.171471,0.225524,0.512858,0.346023,0.142995,0.241531,0.391819
58,0.254510,0.150010,0.084106,0.126358,0.272862,0.206464,0.159426,0.301773,0.810010
59,0.238345,0.051552,0.058874,0.067028,0.082771,0.075770,0.149661,0.296756,0.899734
60,0.377729,0.249416,0.301980,0.227040,0.188379,0.346308,0.516893,0.320455,0.356493
61,0.634721,0.275552,0.054956,0.119241,0.137100,0.219094,0.211120,0.352527,0.517993
62,0.589948,0.296016,0.076882,0.139851,0.194546,0.256524,0.199580,0.321896,0.540153
63,0.244519,0.138419,0.128117,0.147681,0.152667,0.188920,0.136939,0.399579,0.803376
64,0.507232,0.153897,0.097708,0.171607,0.681850,0.145431,0.108250,0.072848,0.420643
65,0.307239,0.179574,0.097042,0.158873,0.505829,0.186717,0.137601,0.312751,0.656678
66,0.585349,0.126773,0.068184,0.055730,0.094642,0.096667,0.131342,0.358287,0.685287
67,0.770068,0.084351,0.065707,0.061122,0.051031,0.087451,0.140758,0.158828,0.580118
68,0.334317,0.191166,0.134633,0.046131,0.162256,0.161534,0.376546,0.247989,0.758768
69,0.311341,0.280167,0.225058,0.090577,0.230112,0.171528,0.405129,0.251926,0.675092
70,0.695571,0.202935,0.186710,0.114145,0.076614,0.040625,0.045383,0.048270,0.644359
71,0.488105,0.130445,0.113046,0.158092,0.438671,0.040849,0.099606,0.075933,0.705107
72,0.289344,0.186539,0.157359,0.185552,0.359734,0.075905,0.098855,0.152449,0.808770
73,0.684461,0.121039,0.040400,0.028093,0.045354,0.051626,0.084091,0.128968,0.697148
74,0.612111,0.048879,0.007616,0.012073,0.005444,0.010633,0.046083,0.079561,0.783665
75,0.247538,0.105547,0.084227,0.014003,0.064033,0.032700,0.163112,0.085071,0.938766
76,0.370726,0.187314,0.191306,0.048896,0.102575,0.063094,0.270074,0.122273,0.828308
77,0.977108,0.101065,0.080483,0.034851,0.011332,0.020503,0.027565,0.037507,0.156964
78,0.513941,0.168818,0.084061,0.231352,0.228770,0.072477,0.100042,0.132551,0.749405
79,0.119488,0.138742,0.129302,0.295027,0.178398,0.044219,0.102223,0.127312,0.895697
80,0.469276,0.066294,0.033615,0.061939,0.025861,0.014401,0.026573,0.071062,0.873949
81,0.447996,0.031859,0.004095,0.002549,0.000676,0.001949,0.014547,0.052727,0.891776
82,0.201238,0.037718,0.018489,0.001410,0.004631,0.008065,0.023715,0.134296,0.969047
83,0.305241,0.085012,0.046399,0.009897,0.012222,0.027428,0.059361,0.234070,0.915498
84,0.898072,0.081348,0.025382,0.016230,0.019031,0.012033,0.068657,0.241031,0.350179
85,0.584855,0.180059,0.025579,0.216769,0.467432,0.163870,0.081154,0.105183,0.561147
86,0.410611,0.128955,0.120810,0.432038,0.532455,0.186831,0.091101,0.160199,0.511019
87,0.609950,0.047834,0.065542,0.124094,0.092034,0.037908,0.024035,0.127337,0.761103
88,0.482864,0.037076,0.022032,0.036625,0.054181,0.011201,0.016412,0.114373,0.864424
89,0.305015,0.199236,0.121926,0.097820,0.095399,0.057735,0.143073,0.230570,0.869925
90,0.329355,0.380230,0.218819,0.172507,0.115167,0.233770,0.284618,0.308472,0.652102
91,0.648978,0.173425,0.089049,0.079133,0.061691,0.146558,0.152766,0.362124,0.595654
92,0.501817,0.144487,0.020164,0.108306,0.419045,0.240301,0.056602,0.054465,0.689675
93,0.597092,0.149971,0.143393,0.251219,0.606895,0.296559,0.057733,0.087977,0.264529
94,0.712908,0.141463,0.136501,0.231024,0.134343,0.093673,0.019034,0.169080,0.586491
95,0.514598,0.116301,0.088797,0.172763,0.103353,0.061729,0.024412,0.233402,0.783815
96,0.585319,0.327546,0.181069,0.184529,0.145455,0.085088,0.188848,0.234166,0.603642
97,0.646563,0.433065,0.247938,0.240612,0.186107,0.283891,0.275351,0.155956,0.244280
98,0.558725,0.125265,0.103569,0.099590,0.089756,0.201692,0.094879,0.130854,0.759361
99,0.191497,0.029051,0.011626,0.023496,0.777169,0.108243,0.090696,0.053385,0.578804
100,0.094678,0.068686,0.031092,0.019685,0.982038,0.065885,0.060094,0.049317,0.100907
101,0.251448,0.128996,0.078181,0.132903,0.894828,0.065252,0.042913,0.117198,0.275329
102,0.311791,0.168860,0.093047,0.157963,0.826658,0.075957,0.030116,0.179327,0.344188
103,0.497521,0.126105,0.045867,0.045132,0.771527,0.031856,0.024252,0.081002,0.359181
104,0.379466,0.065586,0.032757,0.034392,0.885340,0.040867,0.013494,0.030004,0.250736
105,0.286216,0.037981,0.070505,0.039226,0.765556,0.056917,0.050532,0.102081,0.554832
