Block,Cell1_0-20,Cell1_20-40,Cell1_40-60,Cell1_60-80,Cell1_80-100,Cell1_100-120,Cell1_120-140,Cell1_140-160,Cell1_160-180,Cell2_0-20,Cell2_20-40,Cell2_40-60,Cell2_60-80,Cell2_80-100,Cell2_100-120,Cell2_120-140,Cell2_140-160,Cell2_160-180,Cell3_0-20,Cell3_20-40,Cell3_40-60,Cell3_60-80,Cell3_80-100,Cell3_100-120,Cell3_120-140,Cell3_140-160,Cell3_160-180,Cell4_0-20,Cell4_20-40,Cell4_40-60,Cell4_60-80,Cell4_80-100,Cell4_100-120,Cell4_120-140,Cell4_140-160,Cell4_160-180
37,0.077144,0.037297,0.181556,0.174893,0.189247,0.228371,0.207588,0.087777,0.027791,0.099540,0.043661,0.084283,0.116606,0.251296,0.158393,0.328008,0.063824,0.055295,0.476466,0.087815,0.102340,0.028009,0.003657,0.002363,0.029753,0.116010,0.500975,0.029965,0.014647,0.003096,0.020941,0.055939,0.019775,0.063375,0.098350,0.154919
38,0.111221,0.048784,0.094174,0.130291,0.280786,0.176982,0.366501,0.071313,0.061784,0.136010,0.062518,0.171343,0.171841,0.100085,0.115020,0.249248,0.088889,0.054415,0.033481,0.016366,0.003459,0.023398,0.062504,0.022096,0.070813,0.109892,0.173100,0.247818,0.082099,0.050913,0.023747,0.032322,0.021380,0.140578,0.419823,0.454165
39,0.095936,0.044098,0.120859,0.121210,0.070596,0.081131,0.175810,0.062699,0.038382,0.013504,0.009227,0.009045,0.176503,0.702104,0.267406,0.012359,0.005047,0.015060,0.174802,0.057910,0.035912,0.016751,0.022799,0.015081,0.099159,0.296128,0.320351,0.121331,0.035850,0.014467,0.017806,0.019510,0.012857,0.014090,0.036387,0.245626
40,0.013327,0.009106,0.008926,0.174179,0.692857,0.263884,0.012196,0.004981,0.014862,0.034545,0.014529,0.050027,0.187011,0.533051,0.035994,0.018205,0.020623,0.010329,0.119733,0.035377,0.014277,0.017572,0.019253,0.012688,0.013904,0.035908,0.242391,0.011263,0.004201,0.013006,0.032269,0.032213,0.023002,0.024137,0.068540,0.094807
41,0.040265,0.016935,0.058309,0.217972,0.621301,0.041954,0.021219,0.024037,0.012039,0.028769,0.009740,0.021509,0.049117,0.670145,0.091675,0.028237,0.047798,0.005527,0.013127,0.004896,0.015159,0.037611,0.037546,0.026811,0.028133,0.079887,0.110503,0.099444,0.049569,0.000000,0.020526,0.016717,0.037100,0.038074,0.101070,0.210669
42,0.021560,0.007299,0.016119,0.036809,0.502214,0.068702,0.021161,0.035820,0.004142,0.031177,0.022059,0.089139,0.048352,0.310800,0.100062,0.058769,0.057297,0.359282,0.074524,0.037148,0.000000,0.015382,0.012528,0.027803,0.028533,0.075743,0.157878,0.519567,0.054144,0.000000,0.021500,0.018613,0.021309,0.025307,0.062982,0.408266
43,0.360395,0.004273,0.011639,0.015561,0.016074,0.013454,0.011403,0.011709,0.122279,0.352028,0.064881,0.075612,0.020694,0.002702,0.001746,0.021982,0.085712,0.370136,0.077480,0.012501,0.010946,0.019936,0.009577,0.014313,0.036525,0.022471,0.496374,0.376704,0.118237,0.028370,0.028474,0.012105,0.003003,0.009189,0.029420,0.401418
44,0.421267,0.077642,0.090483,0.024764,0.003233,0.002089,0.026306,0.102570,0.442937,0.026493,0.012950,0.002737,0.018515,0.049458,0.017484,0.056033,0.086957,0.136972,0.450797,0.141492,0.033950,0.034075,0.014486,0.003594,0.010996,0.035207,0.480372,0.223364,0.124901,0.014822,0.000866,0.007278,0.031961,0.038606,0.159626,0.123291
45,0.033369,0.016311,0.003447,0.023320,0.062294,0.022022,0.070575,0.109524,0.172519,0.246987,0.081824,0.050742,0.023668,0.032213,0.021308,0.140107,0.418416,0.452642,0.281333,0.157316,0.018669,0.001090,0.009167,0.040255,0.048626,0.201053,0.155288,0.094925,0.097078,0.037386,0.053886,0.015701,0.203854,0.114169,0.425120,0.209514
46,0.201006,0.066591,0.041295,0.019262,0.026216,0.017341,0.114023,0.340520,0.368374,0.139520,0.041224,0.016636,0.020475,0.022435,0.014784,0.016202,0.041842,0.282447,0.077253,0.079005,0.030426,0.043854,0.012778,0.165902,0.092914,0.345976,0.170509,0.208145,0.072636,0.096481,0.028274,0.012357,0.022258,0.048393,0.133878,0.550725
47,0.176431,0.052130,0.021037,0.025892,0.028370,0.018696,0.020488,0.052911,0.357172,0.016596,0.006190,0.019165,0.047549,0.047466,0.033895,0.035567,0.100995,0.139702,0.263213,0.091852,0.122007,0.035754,0.015626,0.028147,0.061197,0.169298,0.696426,0.269758,0.087170,0.067510,0.002610,0.004583,0.043897,0.052630,0.145918,0.269246
48,0.023210,0.008656,0.026803,0.066500,0.066384,0.047403,0.049741,0.141246,0.195379,0.175825,0.087643,0.000000,0.036291,0.029557,0.065596,0.067318,0.178699,0.372480,0.377267,0.121911,0.094415,0.003651,0.006410,0.061392,0.073606,0.204072,0.376551,0.138608,0.045902,0.030345,0.027766,0.012900,0.046696,0.138769,0.234274,0.498413
49,0.078281,0.039020,0.000000,0.016157,0.013159,0.029205,0.029972,0.079561,0.165836,0.545757,0.056873,0.000000,0.022584,0.019551,0.022383,0.026583,0.066156,0.428845,0.061711,0.020437,0.013510,0.012362,0.005743,0.020790,0.061783,0.104304,0.221904,0.425964,0.096728,0.027013,0.003204,0.009799,0.002611,0.032265,0.250245,0.374954
50,0.070264,0.011337,0.009926,0.018080,0.008685,0.012980,0.033124,0.020378,0.450148,0.341623,0.107226,0.025728,0.025822,0.010978,0.002723,0.008333,0.026680,0.364035,0.108173,0.077938,0.020366,0.008517,0.007312,0.019970,0.081473,0.092002,0.466938,0.286932,0.054882,0.015974,0.022757,0.020296,0.000000,0.006487,0.197247,0.387082
51,0.399818,0.125491,0.030111,0.030221,0.012848,0.003187,0.009753,0.031225,0.426048,0.198105,0.110777,0.013146,0.000768,0.006455,0.028346,0.034240,0.141575,0.109348,0.335810,0.064231,0.018695,0.026634,0.023754,0.000000,0.007592,0.230847,0.453020,0.241256,0.151892,0.065553,0.047126,0.003007,0.033414,0.033386,0.162354,0.246215
52,0.252111,0.140976,0.016730,0.000977,0.008215,0.036074,0.043575,0.180170,0.139158,0.085065,0.086995,0.033503,0.048289,0.014070,0.182680,0.102311,0.380963,0.187752,0.307026,0.193300,0.083424,0.059973,0.003827,0.042523,0.042488,0.206614,0.313338,0.238812,0.056353,0.064075,0.033024,0.024387,0.041352,0.193237,0.382559,0.283599
53,0.071374,0.072993,0.028111,0.040517,0.011806,0.153278,0.085844,0.319650,0.157534,0.192307,0.067109,0.089140,0.026122,0.011417,0.020565,0.044711,0.123691,0.508819,0.200376,0.047284,0.053762,0.027709,0.020462,0.034697,0.162137,0.320989,0.237955,0.344863,0.197819,0.159632,0.035916,0.034016,0.049563,0.048842,0.152141,0.233869
54,0.183545,0.064051,0.085079,0.024932,0.010896,0.019628,0.042674,0.118056,0.485636,0.188109,0.060786,0.047076,0.001820,0.003196,0.030611,0.036701,0.101752,0.187752,0.329151,0.188806,0.152359,0.034279,0.032467,0.047305,0.046616,0.145210,0.223214,0.238786,0.059289,0.015010,0.006775,0.037498,0.035306,0.154003,0.171028,0.501866
55,0.234024,0.075623,0.058567,0.002265,0.003976,0.038082,0.045659,0.126588,0.233580,0.085981,0.028474,0.018823,0.017224,0.008002,0.028966,0.086081,0.145324,0.309172,0.297070,0.073760,0.018674,0.008428,0.046650,0.043923,0.191592,0.212773,0.624363,0.071327,0.044531,0.036900,0.036012,0.004344,0.023048,0.239015,0.281108,0.107776
56,0.070603,0.023381,0.015457,0.014143,0.006571,0.023786,0.070685,0.119333,0.253877,0.487340,0.110666,0.030905,0.003665,0.011211,0.002987,0.036914,0.286302,0.428980,0.058570,0.036566,0.030301,0.029571,0.003567,0.018926,0.196267,0.230832,0.088501,0.244271,0.070847,0.039859,0.116549,0.040686,0.058867,0.072435,0.262167,0.354961
57,0.113188,0.081551,0.021311,0.008912,0.007651,0.020896,0.085250,0.096267,0.488585,0.300234,0.057426,0.016714,0.023812,0.021237,0.000000,0.006788,0.206391,0.405027,0.335945,0.138566,0.016582,0.031905,0.046829,0.051438,0.136489,0.148595,0.274957,0.159147,0.024956,0.032616,0.043196,0.011055,0.012335,0.032544,0.052042,0.367978
58,0.345182,0.066024,0.019217,0.027377,0.024417,0.000000,0.007804,0.237290,0.465664,0.247989,0.156131,0.067383,0.048441,0.003091,0.034346,0.034318,0.166885,0.253087,0.182973,0.028692,0.037498,0.049663,0.012711,0.014181,0.037416,0.059833,0.423068,0.152981,0.157525,0.120573,0.031789,0.001612,0.021637,0.022476,0.202997,0.293392
59,0.295139,0.185817,0.080194,0.057651,0.003679,0.040876,0.040843,0.198615,0.301207,0.229566,0.054172,0.061594,0.031745,0.023443,0.039751,0.185756,0.367749,0.272619,0.182068,0.187476,0.143498,0.037833,0.001918,0.025751,0.026749,0.241593,0.349175,0.136378,0.199038,0.118745,0.051893,0.088572,0.140333,0.107027,0.177928,0.103924
60,0.238844,0.056361,0.064084,0.033028,0.024390,0.041358,0.193263,0.382611,0.283637,0.411069,0.235796,0.190277,0.042810,0.040547,0.059078,0.058218,0.181349,0.278766,0.141889,0.207082,0.123544,0.053990,0.092152,0.146005,0.111352,0.185118,0.108123,0.044156,0.126581,0.190077,0.105020,0.179486,0.072886,0.071465,0.053718,0.079580
61,0.374769,0.214973,0.173475,0.039030,0.036966,0.053861,0.053077,0.165335,0.254149,0.271880,0.067506,0.017091,0.007713,0.042695,0.040199,0.175346,0.194731,0.571421,0.040257,0.115404,0.173292,0.095746,0.163636,0.066450,0.065154,0.048974,0.072552,0.133767,0.132660,0.044577,0.047894,0.054501,0.070187,0.071964,0.116785,0.203785
62,0.282100,0.070043,0.017733,0.008003,0.044299,0.041710,0.181938,0.202051,0.592901,0.067733,0.042287,0.035041,0.034197,0.004125,0.021887,0.226971,0.266942,0.102345,0.138796,0.137647,0.046253,0.049694,0.056549,0.072826,0.074669,0.121175,0.211445,0.252251,0.188055,0.058093,0.042489,0.055816,0.054946,0.287945,0.128390,0.132147
63,0.062944,0.039297,0.032563,0.031779,0.003833,0.020339,0.210922,0.248068,0.095109,0.262511,0.076137,0.042835,0.125251,0.043724,0.063262,0.077844,0.281742,0.381466,0.234416,0.174758,0.053985,0.039484,0.051869,0.051061,0.267586,0.119312,0.122803,0.296664,0.132442,0.045207,0.012659,0.062845,0.031213,0.025503,0.232892,0.429041
64,0.400882,0.165351,0.019788,0.038072,0.055881,0.061380,0.162872,0.177318,0.328105,0.189910,0.029780,0.038920,0.051546,0.013192,0.014719,0.038835,0.062101,0.439106,0.175619,0.065075,0.069069,0.052320,0.022539,0.097656,0.092165,0.129877,0.425772,0.225858,0.061547,0.048956,0.061949,0.016927,0.020364,0.094424,0.158962,0.206667
65,0.239708,0.037588,0.049126,0.065062,0.016652,0.018579,0.049018,0.078386,0.554249,0.200417,0.206369,0.157960,0.041646,0.002112,0.028346,0.029445,0.265941,0.384365,0.285082,0.077686,0.061794,0.078194,0.021366,0.025703,0.119184,0.200645,0.260859,0.134029,0.096978,0.041883,0.050729,0.041708,0.083223,0.036737,0.129360,0.096072
66,0.239264,0.246370,0.188577,0.049719,0.002521,0.033840,0.035152,0.317489,0.458867,0.179220,0.261565,0.156048,0.068195,0.116397,0.184418,0.140649,0.233823,0.136571,0.160008,0.115775,0.050001,0.060562,0.049792,0.099354,0.043858,0.154434,0.114694,0.239736,0.205167,0.104293,0.063341,0.045607,0.058335,0.098281,0.132086,0.128747
67,0.197128,0.287701,0.171641,0.075009,0.128028,0.202846,0.154703,0.257187,0.150217,0.061347,0.175861,0.264077,0.145906,0.249361,0.101261,0.099287,0.074630,0.110561,0.263691,0.225667,0.114714,0.069670,0.050164,0.064164,0.108101,0.145284,0.141612,0.173073,0.179133,0.167738,0.111575,0.038024,0.054414,0.089547,0.186333,0.315552
68,0.057288,0.164227,0.246606,0.136253,0.232865,0.094562,0.092719,0.069693,0.103247,0.190360,0.188784,0.063436,0.068156,0.077558,0.099881,0.102410,0.166193,0.289999,0.161624,0.167282,0.156641,0.104194,0.035509,0.050814,0.083623,0.174007,0.294676,0.305762,0.126594,0.074184,0.038906,0.005903,0.050836,0.040400,0.119176,0.481567
69,0.180537,0.179043,0.060163,0.064640,0.073556,0.094727,0.097126,0.157618,0.275036,0.328114,0.244611,0.075564,0.055267,0.072602,0.071470,0.374542,0.167002,0.171889,0.289985,0.120062,0.070356,0.036899,0.005599,0.048213,0.038315,0.113027,0.456719,0.150754,0.028448,0.085291,0.051468,0.092336,0.114884,0.127722,0.090086,0.096292
70,0.282864,0.210877,0.065143,0.047645,0.062589,0.061614,0.322890,0.143971,0.148184,0.357978,0.159815,0.054550,0.015275,0.075834,0.037664,0.030774,0.281026,0.517714,0.129964,0.024524,0.073529,0.044370,0.079602,0.099040,0.110108,0.077662,0.083013,0.178151,0.097648,0.061460,0.029875,0.016274,0.083930,0.168447,0.122971,0.198802
71,0.216929,0.080382,0.085316,0.064627,0.027841,0.120628,0.113845,0.160428,0.525927,0.278987,0.076025,0.060472,0.076522,0.020909,0.025154,0.116635,0.196355,0.255281,0.273594,0.044931,0.012396,0.040487,0.047765,0.050480,0.123170,0.151496,0.418270,0.137507,0.075198,0.090274,0.062982,0.047729,0.099837,0.031168,0.039278,0.211833
72,0.388681,0.105916,0.084249,0.106609,0.029130,0.035044,0.162494,0.273559,0.355654,0.182735,0.132219,0.057103,0.069164,0.056864,0.113466,0.050087,0.176369,0.130985,0.191573,0.104765,0.125769,0.087746,0.066495,0.139091,0.043423,0.054721,0.295123,0.157258,0.053879,0.134467,0.079587,0.067691,0.030178,0.094362,0.321502,0.326947
73,0.206397,0.149340,0.064497,0.078120,0.064227,0.128158,0.056573,0.199206,0.147946,0.309239,0.264647,0.134529,0.081704,0.058829,0.075247,0.126774,0.170379,0.166072,0.177621,0.060856,0.151879,0.089893,0.076457,0.034085,0.106581,0.363133,0.369282,0.212807,0.074058,0.114476,0.098408,0.074845,0.090616,0.165560,0.236760,0.208396
