Block,Cell1_0-20,Cell1_20-40,Cell1_40-60,Cell1_60-80,Cell1_80-100,Cell1_100-120,Cell1_120-140,Cell1_140-160,Cell1_160-180,Cell2_0-20,Cell2_20-40,Cell2_40-60,Cell2_60-80,Cell2_80-100,Cell2_100-120,Cell2_120-140,Cell2_140-160,Cell2_160-180,Cell3_0-20,Cell3_20-40,Cell3_40-60,Cell3_60-80,Cell3_80-100,Cell3_100-120,Cell3_120-140,Cell3_140-160,Cell3_160-180,Cell4_0-20,Cell4_20-40,Cell4_40-60,Cell4_60-80,Cell4_80-100,Cell4_100-120,Cell4_120-140,Cell4_140-160,Cell4_160-180
33,0.177678,0.072024,0.067332,0.010912,0.039013,0.059617,0.038985,0.071786,0.042297,0.573281,0.240247,0.111176,0.077015,0.027569,0.033570,0.023321,0.278595,0.321998,0.107543,0.017148,0.003081,0.000000,0.000434,0.022438,0.042400,0.264868,0.155182,0.062827,0.179893,0.063018,0.016335,0.056783,0.236926,0.138800,0.191458,0.304021
34,0.408817,0.171324,0.079281,0.054921,0.019660,0.023939,0.016631,0.198671,0.229622,0.580036,0.010587,0.010508,0.002769,0.027944,0.023166,0.012779,0.070502,0.262591,0.044803,0.128285,0.044939,0.011649,0.040493,0.168956,0.098981,0.136532,0.216803,0.255986,0.193958,0.127026,0.186742,0.050992,0.018744,0.000000,0.001037,0.073129
35,0.457314,0.008347,0.008284,0.002183,0.022032,0.018265,0.010075,0.055586,0.207033,0.632375,0.134235,0.080614,0.000385,0.150169,0.191727,0.041546,0.126310,0.159312,0.201826,0.152921,0.100150,0.147232,0.040204,0.014778,0.000000,0.000818,0.057657,0.275980,0.141900,0.056698,0.028211,0.015512,0.056129,0.026450,0.019023,0.106357
36,0.289873,0.054419,0.015264,0.120144,0.205270,0.074780,0.166780,0.097768,0.239601,0.032323,0.030607,0.051535,0.310617,0.529492,0.114266,0.000000,0.004271,0.006072,0.297622,0.094220,0.068517,0.024302,0.014132,0.000000,0.013661,0.190539,0.267551,0.207815,0.020078,0.028215,0.138821,0.273641,0.097581,0.011599,0.022697,0.038924
37,0.038699,0.036645,0.061702,0.371892,0.633944,0.136807,0.000000,0.005114,0.007269,0.076198,0.002034,0.011505,0.025456,0.167049,0.046464,0.067751,0.110626,0.177327,0.248810,0.024039,0.033781,0.166206,0.327622,0.116831,0.013887,0.027174,0.046603,0.007667,0.039986,0.027016,0.044338,0.204215,0.208798,0.040841,0.206675,0.008149
38,0.094999,0.002536,0.014344,0.031737,0.208267,0.057928,0.084468,0.137923,0.221082,0.672848,0.038044,0.011636,0.016024,0.000000,0.011735,0.012540,0.011056,0.196153,0.009559,0.049852,0.033682,0.055278,0.254604,0.260317,0.050918,0.257670,0.010159,0.246973,0.013316,0.082178,0.199327,0.153401,0.023677,0.128688,0.063945,0.117001
39,0.726463,0.041075,0.012563,0.017301,0.000000,0.012670,0.013539,0.011937,0.211783,0.097760,0.015588,0.002801,0.000000,0.000394,0.020396,0.038543,0.240773,0.141065,0.266652,0.014377,0.088726,0.215210,0.165624,0.025564,0.138943,0.069041,0.126324,0.071185,0.017353,0.016870,0.110469,0.263167,0.091338,0.197165,0.082438,0.021224
40,0.089904,0.014335,0.002576,0.000000,0.000363,0.018757,0.035446,0.221426,0.129730,0.052523,0.150388,0.052682,0.013656,0.047470,0.198067,0.116035,0.160056,0.254158,0.065465,0.015959,0.015514,0.101592,0.242021,0.083999,0.181322,0.075814,0.019519,0.067056,0.011478,0.002067,0.000000,0.010893,0.000000,0.087727,0.192027,0.762679
41,0.050075,0.143380,0.050227,0.013020,0.045258,0.188836,0.110627,0.152597,0.242313,0.286107,0.216781,0.141972,0.208715,0.056993,0.020950,0.000000,0.001159,0.081734,0.063931,0.010943,0.001970,0.000000,0.010385,0.000000,0.083638,0.183078,0.727136,0.144569,0.010306,0.025866,0.024643,0.012929,0.049778,0.046996,0.033531,0.193747
42,0.304764,0.230916,0.151230,0.222325,0.060709,0.022316,0.000000,0.001235,0.087064,0.416739,0.214274,0.085615,0.042600,0.023424,0.084756,0.039940,0.028725,0.160603,0.153996,0.010978,0.027553,0.026249,0.013772,0.053024,0.050061,0.035717,0.206381,0.610543,0.095433,0.063805,0.054474,0.098936,0.087345,0.010965,0.080035,0.132461
43,0.446687,0.141411,0.102834,0.036473,0.021210,0.000000,0.020503,0.285972,0.401555,0.311900,0.030135,0.042347,0.208350,0.410697,0.146456,0.017408,0.034065,0.058420,0.168819,0.173354,0.092553,0.084191,0.048617,0.015859,0.042542,0.084856,0.087735,0.033610,0.006579,0.144474,0.121604,0.210675,0.063956,0.056670,0.050938,0.040482
44,0.353002,0.034106,0.047928,0.235806,0.464818,0.165755,0.019703,0.038554,0.066118,0.010878,0.056730,0.038329,0.062905,0.289733,0.296234,0.057943,0.293222,0.011561,0.038039,0.007446,0.163512,0.137629,0.238437,0.072384,0.064138,0.057651,0.045817,0.065507,0.031601,0.008247,0.030902,0.133171,0.090011,0.027978,0.053416,0.376857
45,0.013093,0.068282,0.046134,0.075714,0.348730,0.356555,0.069742,0.352930,0.013915,0.338277,0.018238,0.112558,0.273017,0.210112,0.032431,0.176264,0.087586,0.160256,0.078846,0.038036,0.009926,0.037195,0.160288,0.108340,0.033675,0.064293,0.453594,0.159142,0.015188,0.018565,0.049282,0.018645,0.057618,0.016886,0.062107,0.060172
46,0.416594,0.022461,0.138617,0.336225,0.258757,0.039939,0.217072,0.107863,0.197357,0.111214,0.027111,0.026356,0.172587,0.411150,0.142699,0.308033,0.128794,0.033159,0.195986,0.018704,0.022863,0.060691,0.022961,0.070957,0.020795,0.076486,0.074103,0.233466,0.112794,0.062220,0.182385,0.086627,0.000000,0.011801,0.011321,0.097095
47,0.067586,0.016476,0.016017,0.104883,0.249860,0.086720,0.187195,0.078269,0.020151,0.069228,0.011849,0.002134,0.000000,0.011246,0.000000,0.090568,0.198247,0.787383,0.141880,0.068546,0.037812,0.110837,0.052645,0.000000,0.007171,0.006880,0.059006,0.192991,0.166045,0.094260,0.036697,0.061650,0.048278,0.071545,0.211104,0.155177
48,0.071445,0.012229,0.002202,0.000000,0.011606,0.000000,0.093468,0.204595,0.812595,0.161560,0.011517,0.028906,0.027539,0.014448,0.055628,0.052520,0.037472,0.216518,0.199170,0.171362,0.097279,0.037872,0.063624,0.049824,0.073836,0.217864,0.160146,0.056989,0.018350,0.082585,0.049699,0.142026,0.053603,0.014669,0.019146,0.000000
49,0.167145,0.011915,0.029906,0.028491,0.014948,0.057551,0.054335,0.038767,0.224002,0.662675,0.103582,0.069253,0.059126,0.107384,0.094804,0.011902,0.086869,0.143771,0.058959,0.018984,0.085440,0.051417,0.146935,0.055456,0.015176,0.019808,0.000000,0.209309,0.026053,0.011457,0.016030,0.011956,0.011052,0.044100,0.284829,0.487573
50,0.257637,0.264557,0.141246,0.128484,0.074196,0.024202,0.064924,0.129499,0.133893,0.051292,0.010041,0.220483,0.185582,0.321513,0.097604,0.086485,0.077737,0.061781,0.384110,0.149472,0.134993,0.127475,0.185474,0.249344,0.074780,0.277417,0.241440,0.098741,0.133968,0.082762,0.124005,0.134366,0.161540,0.098246,0.109350,0.093228
51,0.044089,0.008631,0.189520,0.159521,0.276363,0.083897,0.074340,0.066821,0.053105,0.075927,0.036628,0.009558,0.035817,0.154353,0.104329,0.032428,0.061913,0.436800,0.084875,0.115155,0.071140,0.106591,0.115497,0.138855,0.084450,0.093994,0.080136,0.182539,0.003668,0.009040,0.025977,0.068543,0.032590,0.060994,0.117202,0.672546
52,0.084987,0.040999,0.010699,0.040092,0.172772,0.116778,0.036298,0.069301,0.488923,0.171537,0.016371,0.020011,0.053120,0.020097,0.062105,0.018201,0.066945,0.064859,0.204321,0.004106,0.010119,0.029077,0.076722,0.036478,0.068273,0.131187,0.752801,0.020950,0.016005,0.025208,0.021152,0.003786,0.036836,0.110448,0.019814,0.016587
53,0.409855,0.039115,0.047811,0.126920,0.048018,0.148389,0.043487,0.159951,0.154968,0.488235,0.235879,0.130117,0.381411,0.181159,0.000000,0.024678,0.023675,0.203050,0.050057,0.038240,0.060230,0.050538,0.009047,0.088013,0.263894,0.047343,0.039632,0.163060,0.173205,0.103498,0.075004,0.075848,0.078793,0.081087,0.082989,0.121922
54,0.191720,0.092625,0.051094,0.149772,0.071138,0.000000,0.009691,0.009297,0.079733,0.260785,0.224373,0.127372,0.049587,0.083306,0.065237,0.096678,0.285261,0.209688,0.064030,0.068014,0.040641,0.029453,0.029784,0.030940,0.031841,0.032588,0.047876,0.705828,0.246110,0.024901,0.092802,0.038529,0.055445,0.011300,0.043756,0.207482
55,0.258794,0.222661,0.126400,0.049209,0.082670,0.064739,0.095940,0.283084,0.208088,0.074049,0.023843,0.107308,0.064577,0.184542,0.069650,0.019060,0.024878,0.000000,0.700440,0.244231,0.024711,0.092093,0.038235,0.055021,0.011213,0.043422,0.205899,0.079180,0.060703,0.054059,0.057562,0.045772,0.146652,0.081528,0.049927,0.050717
56,0.063258,0.020369,0.091670,0.055166,0.157649,0.059500,0.016283,0.021252,0.000000,0.224571,0.027953,0.012292,0.017199,0.012828,0.011858,0.047316,0.305598,0.523126,0.067641,0.051857,0.046181,0.049174,0.039101,0.125281,0.069647,0.042651,0.043326,0.088578,0.015611,0.010725,0.073205,0.097437,0.152326,0.127810,0.547968,0.365129
57,0.346558,0.134859,0.121795,0.115013,0.167341,0.224967,0.067469,0.250295,0.217836,0.089088,0.120871,0.074671,0.111882,0.121230,0.145747,0.088641,0.098659,0.084114,0.367233,0.127883,0.051866,0.119221,0.342661,0.057190,0.010188,0.035418,0.325817,0.051163,0.093600,0.055586,0.053606,0.277763,0.185391,0.087148,0.043719,0.066697
58,0.078957,0.107125,0.066179,0.099158,0.107443,0.129173,0.078561,0.087439,0.074548,0.169810,0.003412,0.008410,0.024166,0.063763,0.030317,0.056741,0.109029,0.625649,0.045345,0.082956,0.049265,0.047510,0.246175,0.164308,0.077237,0.038747,0.059112,0.113017,0.046472,0.010688,0.031296,0.019105,0.006474,0.042487,0.247518,0.536430
59,0.186630,0.003750,0.009243,0.026559,0.070079,0.033320,0.062361,0.119828,0.687619,0.019136,0.014619,0.023026,0.019320,0.003459,0.033647,0.100885,0.018099,0.015151,0.124212,0.051075,0.011746,0.034396,0.020997,0.007115,0.046696,0.272035,0.589564,0.027434,0.007862,0.044270,0.020237,0.029585,0.039540,0.014483,0.035041,0.056871
60,0.085509,0.065323,0.102887,0.086331,0.015454,0.150346,0.450790,0.080872,0.067700,0.278542,0.295873,0.176798,0.128124,0.129566,0.134595,0.138514,0.141764,0.208270,0.122585,0.035131,0.197814,0.090424,0.132198,0.176681,0.064716,0.156576,0.254120,0.186386,0.048072,0.060557,0.099651,0.058426,0.155415,0.266958,0.191761,0.105094
61,0.060330,0.064084,0.038293,0.027751,0.028063,0.029152,0.030001,0.030705,0.045110,0.665042,0.231889,0.023463,0.087439,0.036302,0.052241,0.010647,0.041228,0.195493,0.040370,0.010412,0.013116,0.021584,0.012655,0.033662,0.057821,0.041534,0.022763,0.098994,0.069024,0.000000,0.025678,0.109763,0.183436,0.189159,0.366811,0.442342
62,0.645387,0.225035,0.022769,0.084855,0.035229,0.050697,0.010332,0.040009,0.189715,0.072957,0.055932,0.049810,0.053038,0.042174,0.135126,0.075120,0.046003,0.046731,0.096068,0.066984,0.000000,0.024920,0.106519,0.178014,0.183568,0.355970,0.429269,0.044568,0.083056,0.039363,0.040814,0.099342,0.009669,0.021574,0.026706,0.120761
63,0.061016,0.046778,0.041658,0.044357,0.035271,0.113010,0.062825,0.038474,0.039083,0.079902,0.014082,0.009674,0.066035,0.087893,0.137406,0.115291,0.494294,0.329365,0.037273,0.069462,0.032920,0.034134,0.083082,0.008086,0.018043,0.022335,0.100996,0.176979,0.070736,0.101841,0.069984,0.015506,0.015909,0.002748,0.025296,0.697483
64,0.329395,0.114706,0.046522,0.106937,0.307355,0.051298,0.009138,0.031769,0.292247,0.045891,0.083956,0.049859,0.048083,0.249144,0.166290,0.078169,0.039215,0.059825,0.471639,0.034664,0.029196,0.003740,0.247435,0.020793,0.081858,0.052186,0.359140,0.010690,0.026879,0.039625,0.131388,0.348920,0.007511,0.013861,0.000000,0.000000
65,0.050575,0.092525,0.054947,0.052990,0.274571,0.183261,0.086147,0.043217,0.065931,0.126054,0.051832,0.011921,0.034906,0.021308,0.007221,0.047388,0.276070,0.598308,0.011781,0.029622,0.043669,0.144798,0.384531,0.008278,0.015276,0.000000,0.000000,0.274424,0.096537,0.035650,0.006638,0.081587,0.082517,0.058476,0.151851,0.325001
66,0.132803,0.054607,0.012559,0.036775,0.022449,0.007607,0.049926,0.290850,0.630341,0.029331,0.008406,0.047332,0.021636,0.031632,0.042275,0.015485,0.037465,0.060804,0.289116,0.101706,0.037559,0.006993,0.085955,0.086935,0.061606,0.159981,0.342402,0.458940,0.032406,0.008574,0.021253,0.007128,0.013495,0.077215,0.068824,0.032042
67,0.036090,0.010343,0.058238,0.026622,0.038920,0.052016,0.019053,0.046097,0.074815,0.054873,0.014153,0.017828,0.029338,0.017201,0.045755,0.078594,0.056456,0.030940,0.564687,0.039873,0.010549,0.026150,0.008770,0.016604,0.095006,0.084682,0.039425,0.421438,0.053613,0.005289,0.003381,0.006486,0.007942,0.004223,0.034917,0.666226
68,0.033430,0.008622,0.010861,0.017873,0.010479,0.027875,0.047881,0.034394,0.018850,0.081976,0.057159,0.000000,0.021264,0.090894,0.151902,0.156641,0.303753,0.366300,0.256749,0.032662,0.003222,0.002060,0.003951,0.004839,0.002573,0.021272,0.405879,0.160555,0.206167,0.200444,0.032310,0.153219,0.072777,0.392904,0.035733,0.418013
