Block,Cell1_0-20,Cell1_20-40,Cell1_40-60,Cell1_60-80,Cell1_80-100,Cell1_100-120,Cell1_120-140,Cell1_140-160,Cell1_160-180,Cell2_0-20,Cell2_20-40,Cell2_40-60,Cell2_60-80,Cell2_80-100,Cell2_100-120,Cell2_120-140,Cell2_140-160,Cell2_160-180,Cell3_0-20,Cell3_20-40,Cell3_40-60,Cell3_60-80,Cell3_80-100,Cell3_100-120,Cell3_120-140,Cell3_140-160,Cell3_160-180,Cell4_0-20,Cell4_20-40,Cell4_40-60,Cell4_60-80,Cell4_80-100,Cell4_100-120,Cell4_120-140,Cell4_140-160,Cell4_160-180
55,0.012760,0.065317,0.046168,0.058740,0.064266,0.019754,0.132837,0.575929,0.231129,0.037846,0.044104,0.034888,0.118187,0.037866,0.076168,0.047668,0.087054,0.048443,0.251564,0.129622,0.091762,0.051678,0.100834,0.058600,0.251626,0.283443,0.521041,0.058101,0.037856,0.046052,0.042045,0.078326,0.081040,0.014614,0.048047,0.029529
56,0.031024,0.036154,0.028599,0.096884,0.031041,0.062439,0.039076,0.071363,0.039711,0.592818,0.027986,0.004892,0.061864,0.082048,0.012290,0.031716,0.026735,0.348135,0.047629,0.031033,0.037751,0.034466,0.064208,0.066433,0.011980,0.039386,0.024207,0.598501,0.017607,0.050123,0.017059,0.046827,0.090204,0.022725,0.004297,0.315842
57,0.682869,0.002907,0.002283,0.001058,0.003345,0.001407,0.000157,0.001244,0.002002,0.007840,0.002499,0.006023,0.005555,0.018948,0.001912,0.000871,0.001145,0.001620,0.084871,0.000000,0.001274,0.001377,0.406823,0.065484,0.002360,0.000249,0.549663,0.002081,0.006630,0.003126,0.002013,0.220672,0.070525,0.004282,0.014365,0.007949
58,0.011175,0.003562,0.008585,0.007918,0.027009,0.002726,0.001241,0.001632,0.002308,0.003908,0.012679,0.022965,0.045809,0.039526,0.026988,0.055546,0.889009,0.225063,0.002966,0.009451,0.004455,0.002869,0.314543,0.100526,0.006103,0.020476,0.011331,0.028377,0.050772,0.042076,0.050044,0.102035,0.081954,0.060582,0.080812,0.071213
59,0.002670,0.008663,0.015691,0.031300,0.027007,0.018440,0.037952,0.607431,0.153778,0.114480,0.000000,0.001838,0.000000,0.000000,0.000000,0.013519,0.331368,0.270604,0.019389,0.034691,0.028749,0.034193,0.069717,0.055997,0.041394,0.055216,0.048657,0.294800,0.022146,0.017864,0.055204,0.064101,0.111203,0.024809,0.062743,0.526068
60,0.114053,0.000000,0.001832,0.000000,0.000000,0.000000,0.013469,0.330132,0.269595,0.152729,0.080160,0.013425,0.014161,0.005288,0.015212,0.108307,0.433783,0.338110,0.293700,0.022063,0.017797,0.054998,0.063862,0.110788,0.024717,0.062509,0.524106,0.078681,0.121764,0.064469,0.017637,0.068002,0.109478,0.093484,0.102235,0.116615
61,0.178997,0.093946,0.015733,0.016597,0.006198,0.017829,0.126935,0.508389,0.396260,0.177279,0.091346,0.064665,0.036418,0.071058,0.041296,0.177322,0.199744,0.367181,0.092213,0.142706,0.075557,0.020670,0.079697,0.128307,0.109562,0.119818,0.136671,0.061074,0.061330,0.051964,0.001697,0.041989,0.084807,0.069978,0.356353,0.120712
62,0.263252,0.135644,0.096025,0.054079,0.105518,0.061322,0.263316,0.296612,0.545249,0.060801,0.039615,0.048192,0.043998,0.081965,0.084805,0.015293,0.050279,0.030901,0.090693,0.091072,0.077165,0.002520,0.062351,0.125934,0.103914,0.529169,0.179252,0.068759,0.067474,0.023943,0.090033,0.082155,0.094182,0.051472,0.032366,0.032324
63,0.048685,0.031721,0.038589,0.035231,0.065633,0.067907,0.012246,0.040260,0.024744,0.611782,0.017998,0.051235,0.017437,0.047867,0.092206,0.023229,0.004393,0.322850,0.055058,0.054029,0.019172,0.072093,0.065785,0.075415,0.041216,0.025917,0.025883,0.204441,0.052572,0.049781,0.055981,0.042194,0.067947,0.061357,0.049368,0.634141
64,0.099898,0.000000,0.001500,0.001621,0.478852,0.077078,0.002777,0.000293,0.646981,0.002449,0.007804,0.003679,0.002370,0.259742,0.083012,0.005040,0.016909,0.009357,0.139637,0.004396,0.031838,0.052748,0.060190,0.090281,0.015831,0.035706,0.351349,0.019679,0.003220,0.034472,0.034795,0.301584,0.074980,0.005213,0.034971,0.025688
65,0.003932,0.012529,0.005907,0.003804,0.416999,0.133270,0.008091,0.027146,0.015022,0.037621,0.067311,0.055781,0.066345,0.135272,0.108650,0.080316,0.107135,0.094409,0.031594,0.005170,0.055342,0.055861,0.484173,0.120375,0.008369,0.056143,0.041241,0.094450,0.228304,0.197899,0.143207,0.286279,0.422378,0.307227,0.012319,0.006121
66,0.022104,0.039548,0.032774,0.038981,0.079478,0.063837,0.047189,0.062947,0.055470,0.336074,0.025246,0.020365,0.062933,0.073076,0.126772,0.028283,0.071528,0.599721,0.055494,0.134140,0.116275,0.084141,0.168202,0.248167,0.180510,0.007238,0.003596,0.262386,0.471315,0.079055,0.022388,0.011704,0.012303,0.021620,0.014974,0.088479
67,0.292848,0.021999,0.017746,0.054839,0.063677,0.110467,0.024645,0.062328,0.522586,0.078453,0.121411,0.064282,0.017586,0.067805,0.109161,0.093213,0.101939,0.116277,0.228638,0.410696,0.068887,0.019508,0.010198,0.010721,0.018839,0.013048,0.077099,0.260127,0.143509,0.054988,0.062457,0.049351,0.043982,0.157361,0.386933,0.187992
68,0.092160,0.142624,0.075513,0.020658,0.079651,0.128232,0.109498,0.119749,0.136592,0.061039,0.061294,0.051934,0.001696,0.041964,0.084758,0.069937,0.356147,0.120642,0.305575,0.168582,0.064596,0.073369,0.057973,0.051666,0.184854,0.454536,0.220836,0.323329,0.103919,0.033322,0.023015,0.053446,0.018901,0.084589,0.211445,0.364506
69,0.085667,0.086025,0.072889,0.002380,0.058896,0.118956,0.098156,0.499845,0.169319,0.064949,0.063735,0.022616,0.085043,0.077602,0.088963,0.048620,0.030573,0.030532,0.453786,0.145848,0.046766,0.032301,0.075011,0.026527,0.118720,0.296760,0.511577,0.034743,0.129166,0.086865,0.048248,0.049049,0.033476,0.075000,0.046428,0.016898
70,0.055344,0.054310,0.019271,0.072467,0.066126,0.075807,0.041430,0.026052,0.026017,0.205503,0.052845,0.050039,0.056271,0.042413,0.068300,0.061676,0.049624,0.637433,0.029605,0.110065,0.074019,0.041113,0.041796,0.028525,0.063909,0.039563,0.014399,0.578495,0.034618,0.025048,0.020304,0.038949,0.010366,0.005503,0.009615,0.371764
71,0.217346,0.006842,0.049556,0.082103,0.093685,0.140523,0.024641,0.055576,0.546875,0.030631,0.005012,0.053656,0.054158,0.469416,0.116706,0.008114,0.054432,0.039984,0.375742,0.009216,0.026953,0.024981,0.047960,0.113440,0.056811,0.049864,0.375742,0.082066,0.034045,0.000000,0.093139,0.027911,0.065415,0.173348,0.091435,0.046170
72,0.030384,0.004972,0.053223,0.053721,0.465630,0.115765,0.008049,0.053993,0.039662,0.090833,0.219561,0.190319,0.137722,0.275315,0.406202,0.295460,0.011847,0.005886,0.081404,0.033770,0.000000,0.092388,0.027686,0.064888,0.171950,0.090697,0.045798,0.223818,0.158748,0.087388,0.029654,0.053605,0.148685,0.157211,0.150921,0.318115
73,0.069074,0.166966,0.144729,0.104731,0.209364,0.308898,0.224684,0.009009,0.004476,0.326596,0.586654,0.098401,0.027866,0.014568,0.015314,0.026910,0.018639,0.110131,0.170203,0.120721,0.066455,0.022550,0.040764,0.113068,0.119552,0.114768,0.241912,0.137998,0.112513,0.085851,0.080691,0.254127,0.052019,0.031318,0.039096,0.079918
74,0.276517,0.496699,0.083312,0.023593,0.012334,0.012966,0.022784,0.015781,0.093244,0.314600,0.173561,0.066503,0.075536,0.059685,0.053192,0.190313,0.467960,0.227359,0.116838,0.095261,0.072687,0.068318,0.215160,0.044042,0.026515,0.033101,0.067663,0.131381,0.165373,0.065283,0.119295,0.006540,0.148550,0.140283,0.108924,0.054690
75,0.280268,0.154620,0.059246,0.067293,0.053172,0.047387,0.169544,0.416892,0.202547,0.296551,0.095312,0.030562,0.021109,0.049020,0.017336,0.077584,0.193934,0.334318,0.117043,0.147326,0.058159,0.106276,0.005826,0.132339,0.124974,0.097037,0.048722,0.400509,0.012580,0.055066,0.005808,0.003015,0.014250,0.015189,0.032773,0.352375
76,0.394275,0.126721,0.040633,0.028064,0.065173,0.023048,0.103150,0.257841,0.444487,0.030187,0.112227,0.075473,0.041921,0.042616,0.029086,0.065164,0.040340,0.014682,0.532490,0.016726,0.073212,0.007722,0.004008,0.018946,0.020195,0.043573,0.468495,0.011810,0.030467,0.041604,0.026412,0.008221,0.018192,0.009116,0.027050,0.027331
77,0.029448,0.109479,0.073625,0.040894,0.041573,0.028373,0.063568,0.039352,0.014323,0.575415,0.034433,0.024915,0.020195,0.038742,0.010311,0.005474,0.009564,0.369785,0.011521,0.029721,0.040585,0.025765,0.008020,0.017746,0.008892,0.026387,0.026662,0.228731,0.006006,0.003867,0.010986,0.030044,0.026506,0.009023,0.038304,0.662649
78,0.388027,0.009517,0.027834,0.025797,0.049529,0.117149,0.058668,0.051495,0.388028,0.084749,0.035158,0.000000,0.096185,0.028823,0.067554,0.179016,0.094424,0.047680,0.033598,0.069804,0.001644,0.015821,0.220105,0.375370,0.263682,0.110846,0.214172,0.055491,0.074499,0.055505,0.154328,0.242503,0.418314,0.032896,0.082994,0.090487
79,0.085460,0.035453,0.000000,0.096992,0.029065,0.068121,0.180518,0.095217,0.048080,0.234971,0.166659,0.091743,0.031131,0.056276,0.156094,0.165045,0.158441,0.333967,0.055957,0.075124,0.055971,0.155623,0.244538,0.421824,0.033172,0.083690,0.091247,0.324471,0.441267,0.160215,0.136509,0.110145,0.015454,0.026295,0.021798,0.025891
80,0.216292,0.153410,0.084450,0.028657,0.051803,0.143685,0.151925,0.145846,0.307419,0.175366,0.142980,0.109098,0.102541,0.322942,0.066105,0.039798,0.049683,0.101558,0.298678,0.406190,0.147479,0.125657,0.101389,0.014225,0.024205,0.020065,0.023833,0.160213,0.263391,0.228951,0.035673,0.028759,0.190220,0.115010,0.111742,0.218325
81,0.181106,0.147660,0.112669,0.105898,0.333513,0.068269,0.041101,0.051309,0.104883,0.203649,0.256339,0.101193,0.184915,0.010137,0.230262,0.217448,0.168840,0.084774,0.165457,0.272012,0.236445,0.036840,0.029700,0.196446,0.118775,0.115400,0.225471,0.338448,0.139260,0.098102,0.092088,0.038163,0.119452,0.040509,0.062303,0.230000
82,0.149319,0.187953,0.074196,0.135583,0.007433,0.168832,0.159437,0.123796,0.062158,0.510954,0.016050,0.070251,0.007409,0.003846,0.018179,0.019378,0.041811,0.449547,0.248157,0.102108,0.071930,0.067521,0.027982,0.087585,0.029702,0.045682,0.168640,0.034022,0.063675,0.051870,0.039619,0.084956,0.175110,0.351458,0.253834,0.132393
